Kuerzel	Name	Beschreibung	Dauer	Kosten	Ziel	Zeit	Ziel	Probe1	Probe2	Probe3
SPELL_430	Tempus Stasis	Um einen Punkt innerhalb der Reichweite breitet sich eine Zone mit einem Radius von QS x 2 Schritt aus, in der die Zeit stillsteht. Dadurch findet keinerlei Bewegung mehr statt und selbst eindringende Objekte und Zauber werden temporal eingefroren, sobald sie den Zonenrand berührt. Am Ende der Wirkungsdauer wird jegliche Bewegung fortgesetzt, sodass es beispielsweise möglich ist, eine Reihe von Zaubern auf Personen innerhalb der Zone zu wirken, die dann zeitversetzt aber dafür gleichzeitig zu wirken beginnen. Dabei läuft ihre Wirkungsdauer nicht ab, bis der Stillstand beendet ist. Gleiches gilt für Zauber, die vor dem Stillstand innerhalb der Zone gewirkt wurden. Bei Zonenzaubern ist die Verortung des Zonenzentrums für die Frage entscheidend, ob die Wirkung einsetzt und die Wirkungsdauer abläuft oder nicht. Befindet es sich innerhalb der Zone des Tempus Stasis, wird die Wirkung ausgesetzt, auch außerhalb des Wirkungsbereiches. Für alle Wesen innerhalb der Zone scheint es, als wäre zwischen Beginn und Ende der Wirkungsdauer keinerlei Zeit vergangen.	2 Aktionen	32 AsP	32 Schritt	je nach Wunsch des Zauberers (siehe Wirkung)	Zone	MU	KL	KK
SPELL_431	Wellenwand	Der Spruch erschafft eine Wand aus Wasser. Der Zauberer muss einen Mittelpunkt benennen, der sich innerhalb der Reichweite befindet und von dem aus sich die Wand geradlinig mit einer Länge von QS x 2 Schritt ausbreitet. Den exakten Verlauf durch den Mittelpunkt kann der Zauberer festlegen. Die Höhe der Barriere beträgt 3 Schritt, die Tiefe 1 Schritt. Man kann sie nur aufgerichtet platzieren, nicht flach hinlegen oder schräg stellen. Eine Zerstörung der Wand ist nicht möglich, da sich entstehende Lücken auf der Stelle schließen. Die Durchquerung der Wand erfordert eine gelungene Probe auf *Schwimmen (Tauchen)*, die um die QS/2 erschwert ist. Dabei wird der Durchquerende von den Wogen umhergeworfen, so dass jeder gelungene wie misslungene Versuch 1W6 TP und bei 1-3 auf 1W6 zudem 1 Stufe des Zustands *Betäubung* verursacht.	4 Aktionen	16 AsP	8 Schritt	30 Kampfrunden	Zone	MU	KL	CH
SPELL_432	Woge der Versteinerung	Der Zauber erschafft eine Lähmungswelle. Alle Kulturschaffenden in der Umgebung erleiden dadurch 1 Stufe fes Zustands *Paralyse*, solange sie sich nicht weiter als QS x 2 Schritt vom Zauberer entfernt befinden und keine ZK aufweisen, die die mehr als 2 beträgt.	4 Aktionen	32 AsP	selbst	sofort	Kulturschaffende	MU	KL	KO
SPELL_433	Zorn der Elemente	Der Zauberer ergreift eine Handvoll des Elements, das er seinem Gegner entgegenschleudern will (z. B. einen Stein, eine Eichel, einen Schneeball, eine <span class=name--spell>Manifesto</span>-Flamme, Quellwasser oder eben Luft). Der Gegner kann den Angriff mit einer Schilde-Parade abwehren oder ihm ausweichen. Misslingt die Verteidigung, so erleidet der Gegner 1W6+4 TP. Außerdem muss der Gegner eine Probe auf *Körperbeherrschung* erschwert um QS/2 gelingen, sonst erleidet er den Status *Liegend*.	1 Aktion	8 AsP	8 Schritt	sofort	alle	MU	KL	CH
SPELL_434	Zweifel schüren	Das Ziel entwickelt Zweifel an einer vom Zauberer bestimmten Sache. Dies senkt in großem Maße die Motivation, sich dafür einzusetzen. Wird versucht, das Ziel mittels eines Gesellschaftstalents zu einer Aktion anzustiften, die der Sache entgegensteht, ist die entsprechende Probe um die QS/2 erleichtert.	4 Aktionen	16 AsP	4 Schritt	QS Stunden	Kulturschaffende	KL	IN	CH
SPELL_435	Applicatus	Mithilfe dieses Zauber kann man einen Zauberspruch (kein Ritual) an ein Objekt binden, sodass er einmalig ausgelöst werden kann. Der Zauberer muss das Objekt berühren und ein vorher festgelegtes Wort aussprechen, um den Zauber zu aktivieren. Ansonsten gelten die Regeln zum Auslösen von Zauberspeichern.	5 Minuten	8 AsP + Kosten des fixierten Zaubers	Berührung	maximal QS x 5 Stunden	profane Objekte	KL	IN	FF
SPELL_436	Blick durch fremde Augen	Der Zauberer ersetzt seine eigene Sicht durch jene des Ziels und sieht dadurch alles, was sich in dessen Blickfeld befindet. Ist es währenddessen notwendig, Proben auf *Sinnesschärfe* abzulegen, verwendet der Zauberer seine eigenen Werte. Erleidet das Ziel Abzüge auf seine *Sinnesschärfe*, sei es aufgrund von äußeren Einflüssen wie Sichtmodifikatoren und Zustandsstufen, oder einer eigenen Sehschwäche, gelten diese aber auch für den Zauberer. Dementsprechend vermag der Anwender des Zaubers nichts zu sehen, wenn das Ziel blind ist oder die Augen schließt. Dem Ziel bleibt die Anwesenheit des Zauberers in seinem Geist verborgen. Während der Wirkungsdauer ist der Zauberer blind für seine eigene Umgebung. Bei freiwilligen Zielen kommt keine Erschwernis durch die SK zu tragen.	5 Minuten	16 AsP	16 Schritt	QS x 10 Minuten	Lebewesen	MU	IN	CH
SPELL_437	Chimaeroform	Der Zauberer fügt mehrere Wesen zu einer Chimäre zusammen. Die Ritualprobe ist um die Erschaffungsschwierigkeit der Chimäre erschwert. Details zu diesem Prozess finden sich in **Aventurische Magie III** auf Seite **58**.	8 Stunden	4/8/16/32/64 AsP für die Größenkategorie winzig/klein/mittel/groß/riesig, 1/2/4/8/16 AsP permanent	4 Schritt	QS Wochen	Pflanzen, Tiere	KL	IN	KO
SPELL_438	Chronoklassis	Der Zauberer legt einen Punkt innerhalb der Reichweite fest, der den Mittelpunkt einer Zone mit einem Radius von 4 Schritt bildet. Zudem bestimmt er einen Zeitpunkt, der maximal QS x 100 Jahre in der Vergangenheit liegen darf. Ist der Zauber erfolgreich, werden alle Wesen und unbefestigte Objekte, die zu dem gewählten Zeitpunkt innerhalb der Zone verweilten, in die Gegenwart transportiert. Am Ende der Wirkungsdauer werden die an ihren Ursprungsort und in ihre Ursprungszeit zurückgeschleudert und nehmen dabei ihren ursprünglichen Zustand wieder an, können sich also an nichts erinnern und leben im Falle eines zwischenzeitlichen Todes wieder. Eine Veränderung der Vergangenheit ist auf diesem Wege also nicht möglich.	8 Stunden	64 AsP, 8 davon permanent	16 Schritt	12 Stunden	Zone	KL	IN	KO
SPELL_439	Chrononautos	Der Zauberer legt einen Punkt innerhalb der Reichweite fest, der den Mittelpunkt einer Zone mit einem Radius von 4 Schritt bildet. Zudem bestimmt er einen Zeitpunkt, der maximal QS x 100 Jahre in der Vergangenheit liegen darf. Ist der Zauber erfolgreich, werden alle Wesen und unbefestigten Objekte, die innerhalb der Zone verweilen, an den gewählten Zeitpunkt transportiert, ohne jedoch den Ort zu wechseln. Am Ende der Wirkungsdauer werden sie an ihren Ursprungsort und in ihre Ursprungszeit zurückgeschleudert.	8 Stunden	64 AsP, 16 davon permanent	16 Schritt	12 Stunden	Zone	MU	CH	KO
SPELL_440	Gefäß der Jahre	Der Zauberer bannt seine Alterungserscheinungen in ein Abbild seiner selbst, sei es ein Gemälde oder eine Staue. Dadurch wirkt er selbst wie eine Person in ihren besten Jahren, während das Abbild Züge seines wahren Alters annimmt. Betroffen ist nicht nur die äußere Erscheinung, sondern auch das körperliche Befinden. Am Ende der Wirkungsdauer fallen sämtliche Alterungserscheinungen auf den Zauberer zurück. Wird das Bildnis zerstört, endet die Wirkungsdauer vorzeitig. Gleiches geschieht, wenn sich der Zauberer weiter als QS x 3 Meilen von dem Abbild entfernt.	8 Stunden	64 AsP	Berührung	1 Jahr	Objekt	MU	KL	KO
SPELL_441	Immortalis Lebenszeit	Während der Wirkungsdauer wird die Alterung des Zauberers ausgesetzt.	32 Stunden	64 AsP, 16 davon permanent	selbst	QS Jahre	Kulturschaffende	MU	CH	KO
SPELL_442	Invocatio Maxima	Ein zuvor ausgewählter gehörnter Dämon mit über fünf Hörnern erscheint. Die Ritualprobe ist um die Beschwörungsschwierigkeit des Dämons erschwert. Details zur Beschwörung und dem Umgang mit Dämonen finden sich im **Regelwerk** ab Seite **262**.	16 Stunden	64 AsP	8 Schritt	sofort	Dämonen	MU	CH	KO
SPELL_443	Infinitum Immerdar	Mit Hilfe des Infinitums kann ein Zauberer sich darauf vorbereiten, ein dauerhaft wirkendes Artefakt herzustellen. Er muss dabei vorher den Infinitum auf sich wirken und das Artefakt nach den üblichen Regeln für Zauberspeicher herstellen (siehe **Regelwerk** auf Seite **267**). Die Probe des <span class=name--spell>Arcanovi</span> ist zusätzlich um 10–QS des Infinitums erschwert. Es kann so nur ein Zauber permanent in dem Artefakt verankert werden.	16 Stunden	64 AsP, 8 davon permanent + Kosten des Zaubers, der in dem Objekt wirken soll	selbst	bis zur Erschaffung des nächsten Artefakts, maximal 24 Stunden	Kulturschaffende	KL	CH	KO
SPELL_444	Meister der Elemente	Ein Elementarer Meister des gewünschten Elements erscheint. Details zur Herbeirufung und dem Umgang mit Elementaren finden sich im **Regelwerk** auf Seite **262**.	16 Stunden	64 AsP	8 Schritt	sofort	Elementare	MU	CH	KO
SPELL_445	Lawinenfall und Trümmerfeld	Der Zauberer erschafft um sich herum eine Zone von QS x 50 Schritt Radius, innerhalb derer die Erde erbebt. Alle darin befindlichen Wesen müssen jede KR 1 Aktion aufwenden und eine um die QS erschwerte Probe auf *Körperbeherrschung (Balance)* bestehen, um nicht zu Boden zu fallen und den Status *Liegend* zu erhalten. Feste Konstruktionen verlieren pro KR 20 Strukturpunkte. Befindet sich im Wirkungsbereich ein mit Geröll, Schnee oder Schlamm bedeckter Abhang, wird eine Lawine ausgelöst.	5 Minuten	32 AsP	selbst	QS x 2 Kampfrunden	Zone	MU	CH	KO
SPELL_446	Planastrale	Der Zauber öffnet ein bis zu 3 Schritt durchmessendes Tor in den angrenzenden Limbus, das von beiden Seiten aus durchquert werden kann. Befindet sich der Zauberer im Limbus, wird stattdessen ein Tor in die angrenzende Dritte Sphäre geöffnet.	5 Minuten	16 AsP	8 Schritt	QS x 3 Kampfrunden	Zone	MU	IN	KO
SPELL_447	Stein wandle	Der Zauber erweckt einen Golem. Die Ritualprobe ist um die Erschaffungsschwierigkeit des Golems erschwert. Details zur Erschaffung von Golems finden sich in **Aventurische Magie III** auf Seite **58**.	8 Stunden	4/8/16/32/64 AsP für die Größenkategorie winzig/klein/mittel/groß/riesig, 1/2/4/8/16 AsP permanent	4 Schritt	QS Wochen	Objekte	MU	KL	CH
SPELL_448	Totes handle	Der Zauberer erhebt die körperlichen Überreste eines verstorbenen Lebewesens langfristig zum Untoten. Die Ritualprobe ist um die Erschaffungsschwierigkeit des Untoten erschwert. Details zum Thema Untote finden sich in **Abenturische Magie III** auf Seite **58**.	8 Stunden	4/8/16/32/64 AsP für die Größenkategorie winzig/klein/mittel/groß/riesig, 0/1/2/4/8 AsP permanent	4 Schritt	QS Wochen	Lebewesen (Verstorbene)	MU	KL	CH
SPELL_483	Zitterfinger	Alle Fertigkeitsproben, bei denen mindestens einmal auf Fingerfertigkeit gewürfelt wird, sind um die QS/2 erschwert.	4 Aktionen	8 AsP	Berührung	15 Minuten	Lebewesen	MU	IN	CH
SPELL_52	Beiß auf Granit!	Feste Nahrungsmittel, die das Opfer berührt, werden zu Stein oder einer anderen Substanz, die die Hexe im Fluch benannt hat. Üblich sind neben Stein auch Holz, Mist oder Schleim. Edelmetalle oder Ähnliches sind nicht möglich. Die Lebensmittel verwandeln sich nach fünf Minuten wieder zurück, insofern das Opfer sie nicht berührt. Der Versuch, Lebensmittel mit Zangen oder Trichtern in den Mund zu führen, kann dazu führen, dass das Opfer an einem Stein im Hals erstickt. Für Suppen, Milch und andere Flüssigkeiten gilt der Fluch nicht.	-	14 AsP	Ziel	QS x 3 in Tagen		KL	IN	FF
SPELL_53	Beute!	Der Geruch des Opfers lockt alle Arten von fleischfressenden Wirbeltieren an. Diese sehen das Opfer als leichte Beute an. Während domestizierte Tiere mit einer um die Fertigkeitspunkte des Fluches erschwerten Tierkundeprobe beruhigt werden können, lassen sich wilde Tiere hiervon nicht abbringen. Der nur für die Tiere wahrnehmbare Geruch ist so stark, dass Wildtiere das Opfer bereits aus mehreren Meilen Entfernung wahrnehmen können.	-	14 AsP	Ziel	QS x 3 in Tagen		KL	IN	CH
SPELL_54	Hagelschlag	Auf einer Fläche von bis zu (QS x 20.000) Rechtschritt geht ein schwerer Hagelsturm nieder. Je nach Region kann auch ein Schnee- oder Sandsturm die Fläche verheeren. Solche Stürme können Ernten zerstören, Dächer abdecken und bei ungeschützten Tieren und Personen 2W6 TP Schaden pro 5 Minuten verursachen.	-	21 AsP	Ziel	QS x 15 in Minuten		MU	IN	CH
SPELL_55	Hexenschuss	Das Opfer erleidet plötzlich einen starken Schmerz im Rücken oder im Kopf, je nach Wahl der Hexe. Durch den Hexenschuss erleidet das Opfer eine Stufe des Zustands *Schmerz*.	-	14 AsP	Ziel	QS x 3 in Stunden		IN	FF	KO
SPELL_56	Pech an den Hals wünschen	Neben der 20 gilt nun auch die 19 als Patzer. Für Patzer bei Fertigkeitsproben reicht es so, wenn zwei Würfel eine 19 oder mehr zeigen. Außerdem zerbricht das Opfer aus Versehen Gegenstände, stolpert über Hindernisse, vergisst Verabredungen oder tritt bei Gesprächen in Fettnäpfchen. Details entscheidet der Meister.	-	7 AsP	Ziel	QS x 3 in Tagen		KL	IN	CH
SPELL_57	Pestilenz	Das Opfer wird von der Hexe mit einer ihr bekannten Krankheit infiziert, maximal jedoch mit einer Krankheitsstufe gleich dem Fertigkeitswert des Fluches. Ab der Infektion verläuft die Krankheit wie normal, ist allerdings nicht ansteckend. Nicht wählbar sind magische Erkrankungen wie Duglumspest.	-	Stufe der Krankheit in AsP	Ziel	bis zum Ende der Krankheit, maximal aber QS x 3 in Tagen		MU	CH	GE
SPELL_58	Schlaf rauben	Das Opfer kann nicht schlafen. Wenn es doch für einige Sekunden einschläft, wird es von Alpträumen wieder aufgeschreckt. Regeneration ist in diesem Zustand nicht möglich. Es reagiert genauso wie andere Menschen, die lange Zeit wach gehalten werden, wird also fahrig, reizbar und erleidet nach einigen Tagen Sinnestäuschungen. Pro zwei Tagen ohne Schlaf erhält das Opfer eine Stufe *Verwirrung*, die erst abklingt, wenn es wieder schlafen kann.	-	14 AsP	Ziel	QS x 3 in Tagen		KL	IN	CH
SPELL_59	Unfruchtbarkeit	Das Opfer, Person oder Tier, ist nicht mehr in der Lage, Nachkommen zu zeugen oder zu gebären. Schwangere Wesen erleiden oft eine Miss- oder Totgeburt.	-	14 AsP	Ziel	QS x 3 in Wochen		IN	FF	KO
SPELL_60	Warzen sprießen	Dem Opfer wachsen innerhalb einiger Minuten dicke Warzen im Gesicht und an den Händen und verleihen ihm so eine Stufe des Nachteils Hässlich. Der Vorteil Gutaussehend wird hierdurch zeitweise aufgehoben und der Verfluchte erleidet den Nachteil Hässlich.	-	7 AsP	Ziel	QS x 3 in Tagen		IN	FF	KO
SPELL_61	Zunge lähmen	Zunge und Lippen des Opfers sind gelähmt. Es kann daher nicht mehr artikuliert sprechen. Dies beeinflusst auch Zaubersprüche. Außerdem neigen so Verfluchte zu Speichelfluss. Der Verfluchte erhält den Status Stumm.	-	14 AsP	Ziel	QS x 3 in Stunden		KL	IN	CH
SPELL_354	Ängste mehren	Die Hexe kann mit diesem Fluch ihrem Opferden Nachteil *Angst vor … I* anhexen. Sie kann dabei wählen, wovor das Opfer Angst haben soll. Sollte dasOpfer bereits über diese Angst verfügen, erhöht sich die Stufe des Nachteils um 1. Bei einer Stufe, die über III liegt, erhält das Opfer bis zum Ende der Wirkung den Status *Handlungsunfähig*.	-	14 AsP	Ziel	QS x 3 Tage		MU	IN	CH
SPELL_355	Geschmackssinn nehmen	Der Fluch raubt dem Opfer seinen Geschmackssinn, sodass es, gleich welche Speise es zu sich nimmt, nichts schmeckt. Proben auf *Sinnesschärfe (Suchen* oder *Wahrnehmen)* misslingen automatisch, wenn sie den Geschmack betreffen.	-	7 AsP	Ziel	QS x 3 Wochen		IN	CH	KO
SPELL_356	Gestank anheften	Das Opfer des Fluchs erleidet den Status *Übler Geruch* bis zum Ende der Wirkungsdauer.	-	14 AsP	Ziel	QS x 3 Tage		MU	IN	CH
SPELL_357	Hunger wecken	Während der Wirkungsdauer ist das Opfer von einem nahezu unstillbaren Drang beseelt, Nahrung zu essen. Je süßer und fettiger die Speisen sind, desto lieber wird es sie verschlingen. Pro Tag, den der Fluch währt, nimmt das Opfer 1 Stein zu, sofern es nicht irgendwie am Essen gehindert wird oder die Nahrungsmittel ausgehen. Das Opfer ist auch bereit, das Essen von anderen Menschen zu vertilgen. Gerade, wenn das Fluchopfer lange nichts mehr gegessen hat, schaufelt es die Nahrung förmlich in sich hinein, was sehr unappetitlich aussehen kann. Nach einem solchen Gelage erleidet das Fluchopfer 1 Stufe *Betäubung*.	-	7 AsP	Ziel	QS x 3 Tage		MU	IN	KO
SPELL_358	Juckreiz verursachen	Das Opfer des Fluchs ist von einem ständigen Juckreiz betroffen. Dadurch erhält es 1 Stufe *Verwirrung*. Zudem ist seine Regeneration halbiert, sofern diese anfängt, während der Fluch noch wirkt.	-	14 AsP	Ziel	QS x 3 Stunden		MU	KL	IN
SPELL_359	Kornfäule	Die Hexe kann mit diesem Fluch ein Feld von 10 x 100 Rechtschritt durch Schädlinge wie Heuschrecken oder durch Pflanzenkrankheiten wie Mehltau zerstören. Die Hexe kann dabei die Art der Zerstörung nicht auswählen. Die Ernte ist binnen 7 – QS Stunden vollständig zerstört. Einzelne Pflanzenlassen sich durch Umpflanzen auf ein nicht verfluchtes Gebiet retten. Auf dem Boden lassen sich QS Wochen lange keine Lebensmittel mehr anbauen. Alle Versuche innerhalb dieser Zeit sind zum Scheitern verurteilt.	-	14 AsP	Ziel	sofort		MU	IN	KO
SPELL_360	Krötenkuss	Das Opfer ist von einer Aura umgeben, die es abstoßend für andere Kulturschaffende mach, und auch das Opfer empfindet Ekel vor sich selbst. Alle CH-Teilproben bei Fertigkeiten (beispielsweise auch Zauber und Liturgien) sind um 2 erschwert.	-	14 AsP	Ziel	QS x 3 Stunden		MU	CH	CH
SPELL_361	Miese Laune	Durch diesen Fluch ist das Opfer ständig schlecht gelaunt. Es empfindet keine Freude oder Begeisterung mehr und regt sich schon über Kleinigkeiten auf. Proben auf Gesellschaftstalente (außer *Einschüchtern*, *Menschenkenntnis* und *Willenskraft*) sind um 2 erschwert.	-	7 AsP	Ziel	QS x 3 Stunden		MU	IN	CH
SPELL_362	Mit Blindheit schlagen	Das Opfer verliert schlagartig die Fähigkeit, seine Umgebung optisch wahrzunehmen, und erhält dadurch den Status *Blind*.	-	21 AsP	Ziel	QS x 30 Minuten		KL	IN	CH
SPELL_363	Todesfluch	Dieser Fluch wirkt gegen Kulturschaffende. Jeden Tag bei Sonnenaufgang verliert das Opfer 1W3+2 LeP. Während der Regenerationsphasen kann das Opfer keine LeP regenerieren. Auch Proben auf *Heilkunde Wunden* u. Ä. verschaffen keine zusätzlichen LeP. Heiltränke, Heilkräuter oder andere übernatürliche Wirkungen wie Zauber und Liturgien können aber verlorene Punkte regenerieren.	-	21 AsP	Ziel	QS x 3 Tage		MU	IN	CH
SPELL_364	Viehverstümmelung	Dieser Fluch kann nur auf ein Tier angewendet werden. Nicht betroffen davon sind magische Tiere wie Vertraute. Ein ausgewählter Körperteil des Tiers beginnt zu verdorren. Der Kopf oder der Rumpf können nicht gewählt werden. Das Tier überlebt den Fluch, ist danach aber verstümmelt.<br>	-	7 AsP	Ziel	QS Tage		IN	IN	KO
SPELL_365	Wollust verursachen	Während der Wirkungsdauer ist das Opfer brünstig und versucht, mindestens einmal stündlich einen geeigneten Sexualpartner zu finden. Das Aussehen des Sexualpartners spielt keine Rolle, nur ob der Verfluchte an dessen Geschlecht und Spezies interessiert ist. Während der Wirkungsdauer erhält das Fluchopfer die Schlechte Eigenschaft *Brünstig*, sodass im Zweifelsfalle der Spielleiter eine Probe auf *Willenskraft* (mindestens um 3 erschwert) verlangen sollte, damit das Opfer seine Wollust für die nächste Stunde unterdrücken kann.<br>	-	14 AsP	Ziel	QS x 3 Stunden		IN	CH	KO
SPELL_366	Zwei linke Hände	Durch diesen Fluch ist das Opfer kaum noch in der Lage, seine handwerklichen Fähigkeiten einzusetzen. Seine rechte Hand verwandelt sich während der Dauer des Fluchs in eine linke (bei Linkshändern: in eine rechte, bei Beidhändigkeit werden beide Hände ausgetauscht). Alle Proben auf Handwerkstalente sind dadurch um 2 erschwert und jede gewürfelte 19 wird als 20 gewertet.	-	7 AsP	Ziel	QS x 3 Stunden		MU	IN	FF
SPELL_400	Impotenz erzeugen	Das Opfer erhält den Nachteil *Impotent* (siehe Seite **152**). Sollte es den Nachteil schon haben, hat der Fluch keine Wirkung. Die Vorteile Ausdauernde/r Liebhaber/in und Potent werden für die Wirkungsdauer außer Kraft gesetzt, falls das Opfer über sie verfügt.	-	7 Asp	Ziel	QS x 3 Tage		MU	IN	KO
